track_id,has_scene,road_file_count,road_point_count_total,checkpoint_count_total,heightmap_count,object_count,fluid_count,base_track,sky_material,road_materials,pipe_materials,wall_materials,has_pipe_signals,has_stunt_signals,complexity_score,category_guess,has_gallery_preview,has_preview_view,has_preview_road,has_preview_terrain,has_road_density_png,terrain_surfaces,ini_num,ini_scenery,ini_objects,ini_obstacles,ini_fluids,ini_bumps,ini_jumps,ini_loops,ini_pipes,ini_banked,ini_frenzy,ini_underwater,ini_narrow,ini_longn,ini_diff,ini_rating,ini_time,ini_author,ini_created_ver
Sur8-BloCorcle,1,2,280,45,2,6,1,Mos3-Air,sky/dawn_02_cloudy,roadNgravel;wall_metal_01;wall_metal_06_plates;wall_metal_12_dots,pipeGlassBlue;pipeGlassViolet;pipeGlass;pipeGlassCrystal;wallP_metal_08_hex;roadNgravel;grate_05,wall_space_x;wallP_metal_08_hex;grate_02;grate_05,1,1,69.4,sci-fi,1,1,1,1,1,DesertFast;Rocks;Default;roadDesert;roadGravel;roadForest,210,SurrealSpace,0,0,1,1,3,2,1,4,2,0,2,6,4,4,220.0,EP,2.7
Sur9-HexForest,1,1,244,85,1,648,3,Sur4-BlueWinter,sky/space_nebula_01_blue,roadMagicMirror;roadDesertBlack;roadMoss;roadSnowGrn,River_Blue_jelly;River_Pink_jelly;pipeGlassBlue;pipe_wall_crystal,wall_metal_212_paint;pipe_wall_crystal,1,1,134.3,sci-fi,1,1,1,1,1,DesertRocks;DesertFast;Rocks;Default;roadGravel;roadDesert;roadJungle;roadSnow,221,SurrealSpace,1,1,2,3,1,1,1,3,5,0,3,4,5,5,315.0,rubberduck,2.8
Test1-Flat,1,1,0,0,1,17,1,,sky/day_clouds_04_blue,roadNgravel,pipeGlass,,0,0,11.4,test,1,1,1,1,1,roadJungle;Default,1,Forest,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,CH,0.3
Test10-FlatPerf,1,1,0,0,1,0,0,,sky/sunset_03_rays,roadSand;roadDesert,pipeGlass,,0,0,7.0,test,1,1,1,1,1,PerfTest;Default;roadDesert,107,Desert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,CH,1.9
Test12-Snow,1,1,0,0,1,0,0,,sky/dusk_stormy_01_blue,roadJungle,pipeGlass,,0,0,7.0,test,1,1,1,1,1,roadSnowIce;roadSnow;GrassForest;Rocks;Default;roadGravel;roadDesert,156,WinterWet,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,CH,2.4
Test13-Hills,1,1,0,0,2,3,2,,sky/cloudy_04_blue,roadJungle,pipeGlass,,0,0,17.2,test,1,1,1,1,1,roadJungle;Default,216,ForestMntn,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1.0,CH,3.0
Test14-Terrains,1,1,0,0,5,4,0,,sky/day_clouds_08,roadJungle,pipeGlass,,0,0,23.3,test,1,1,1,1,1,GrassForest;roadJungle;Default;roadDesert;DesertBumpy;Asphalt,216,ForestMntn,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1.0,CH,3.0
Test15-MagicFluids,1,1,0,0,2,2,10,,sky/space_nebula_01_blue,roadSavannah;roadIce,pipeAsphalt;pipeGlass,,0,0,51.2,test,1,1,1,1,1,roadAdesert;Metal;roadDesert;Default;roadGravel;DesertBumpy;SnowDeep,236,Unidentified,0,0,5,0,0,0,0,0,0,0,0,0,0,3,1.0,CH,3.0
Test16-Objects2,1,1,0,0,1,110,1,,sky/day_clouds_04_blue,roadNgravel,pipeGlass,,0,0,19.2,test,1,1,1,1,1,roadJungle;Default,241,Forest,4,2,1,0,1,0,0,0,0,0,0,0,0,2,1.0,CH,3.0
Test17-JungleFluids,1,1,0,0,1,0,4,,sky/day_clouds_04_blue,roadSavannah;roadIce,pipeAsphalt;pipeGlass,,0,0,19.0,test,1,1,1,1,1,roadGravel;GrassJungle;DesertBumpy;GrassJungleWet;Rocks;Default,243,Jungle,0,0,2,1,0,0,0,0,0,0,0,0,0,3,1.0,CH,3.2
Test18-FlatGI,1,1,0,0,1,58,1,Test1-Flat,sky/day_clouds_04_blue,roadNgravel,pipeGlass,,0,0,19.8,test,1,1,1,1,1,roadJungle;Default,246,Forest,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,CH,3.3
Test2-Asphalt,1,1,0,0,1,0,0,,sky/day_clouds_09,roadNgravel,pipeGlass,,0,0,7.0,test,1,1,1,1,1,Asphalt;Default,2,Asphalt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,CH,0.3
Test3-Bumps,1,1,0,0,1,0,2,,sky/day_clouds_08,roadJungle,pipeGlass,,0,0,13.0,test,1,1,1,1,1,roadJungle;Default,3,ForestMntn,0,0,0,5,1,0,0,0,0,0,0,0,0,2,1.0,CH,0.3
Test4-TerrainBig,1,1,0,0,1,0,0,,sky/day_clear_01,roadJungle,pipeGlass,,0,0,7.0,test,1,1,1,1,1,roadGravel;Default;roadDesert;roadAdesert,57,Desert,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1.0,CH,1.3
Test6-Fluids,1,1,0,0,1,0,5,,sky/day_clouds_06_bright,roadJungle,pipeGlass,,0,0,22.0,test,1,1,1,1,1,roadGravel;Default,57,Savanna,0,0,4,0,2,0,0,0,0,0,0,0,0,2,1.0,CH,1.3
Test7-FluidsSmall,1,1,0,0,1,0,6,,sky/day_clouds_07,roadSavannah;roadIce,pipeAsphalt;pipeGlass,,0,0,25.0,test,1,1,1,1,1,roadGravel;Default,60,Savanna,0,0,5,0,0,0,0,0,0,0,0,0,0,3,1.0,CH,1.4
Test8-Objects,1,1,0,0,1,390,0,,sky/day_clouds_02_blue,roadNgravel,pipeGlass,,0,0,39.5,test,1,1,1,1,1,roadDesert;Default,86,Desert,4,1,0,0,2,0,0,0,0,0,0,0,0,1,1.0,CH,1.6
TestC1-Circle,1,1,8,6,1,0,0,,sky/day_clouds_07,wall_space_gray,roadDesertOrn;pipeGlassAlien;pipeGlassAlienGreen,wall_space_x,0,0,10.7,test,1,1,1,1,1,GrassJungle;Rocks;Default;roadGravel,10,Jungle,0,0,0,0,0,0,0,1,0,0,0,1,1,0,14.7,CH,0.7
TestC10-Pace,1,1,17,7,1,5,3,,sky/day_clouds_09,roadStone,pipeGlass,,1,1,39.4,test,1,1,1,1,1,GrassForest;Default;roadGravel,182,Jungle,0,0,0,0,0,0,1,1,2,0,0,2,2,0,46.0,CH,2.6
TestC11-Forks,1,4,37,3,1,0,1,X3-Cloud,sky/day_clouds_02,roadSavannah;roadSandDark;roadMud,pipeGlassCyan;pipeGlass,,0,0,17.9,test,1,1,1,1,1,GrassForest;Rocks;Default;roadGravel;roadJungle;roadDesert,208,SavannaDry,0,0,0,0,1,0,0,0,0,0,0,1,2,0,15.0,CH,2.7
TestC12-SR,1,12,119,5,3,28,4,,sky/day_clouds_06_bright,roadJDark;roadJDarkDs;roadMoss;roadNdirt;roadNgravel;roadCdesert;roadGDesert;roadDesertOrn;roadAdesertDark;River_cyan;River_white;River_blue;River_LavaOrn;roadCrystal;roadSandMagic;roadMagicMirror;roadJungle;roadSavannah;roadMud;roadSnow;roadSnowGrn;roadIce,pipeGlass;pipeGlassAlienGreen;pipeGlassAlienLime;pipeGlassYellow;pipeGlassGreen;pipeGlassRed;pipeGlassAlienBlue;pipe_wall_Alien;pipeAsphalt;pipeMetalOrn;pipeGlassWhiteV;pipeGlassViolet;pipeGlassCyan;pipeGlassBlueD;pipeGlassAlien,road_wall_Desert;road_wall_crystal;pipe_wall_Alien;road_wall_Jungle;road_wall_Winter,1,1,58.9,test,1,1,1,1,1,GrassJungle;SnowWet;Rocks;SnowDeep;Default;roadForest;roadGravel;DesertBumpy;GrassForest;SnowMedium,209,ForestYellow,0,1,2,2,2,1,2,2,2,0,2,1,5,4,24.0,CH,2.7
TestC13-Rivers,1,6,34,2,1,15,3,,sky/day_clouds_04_blue,roadJungle;roadMud;roadMudWet;roadJungleWet;River_blue;River_cyan;River_green;River_moss;roadNgravel,pipeGlass;wall_space_gray;wall_metal_212_scr;road_col_Ice;wall_metal_12_blue,wall_space_x;wall_space_gray;wall_metal_212_scr;road_col_Ice;wall_metal_12_blue,1,1,41.2,test,1,1,1,1,1,GrassForest;Rocks;GrassJungle;Default;roadDesert,210,Jungle,1,0,2,1,0,0,0,0,0,0,0,0,2,3,10.0,CH,2.7
TestC14-Fields,1,2,20,0,1,20,1,,sky/day_clouds_04_blue,roadNgravel,pipeGlass;pipe_wall_JDark,pipe_wall_JDark,1,1,34.3,test,1,1,1,1,1,roadJungle;Default;roadGravel,243,Forest,0,0,1,1,0,0,0,0,0,0,0,0,2,1,30.0,CH,3.2
TestC15-Render,1,6,67,9,1,120,7,,sky/cloudy_04_blue,roadJDarkWet;roadMudWet;roadJungleWet;roadNdirtWet;River_blue;River_cyan;River_green;River_moss;roadNgravel,pipeGlass;grate_04;pipeGlassCrystal;wall_metal_212_scr;road_col_Ice;wall_metal_12_blue,wall_space_dots_orn;grate_04;wall_metal_212_scr;road_col_Ice;wall_metal_12_blue,1,1,65.8,test,1,1,1,1,1,GrassForest;Rocks;GrassJungle;Default;roadDesert,246,Jungle,3,0,2,1,0,1,2,3,2,1,1,1,3,4,44.0,CH,3.3
TestC2-PipeHalf,1,1,8,4,1,0,0,,sky/day_clouds_08,roadJungle,pipeMetalBlue;pipeGlassAlien;pipeGlassYellow,,1,1,28.6,test,1,1,1,1,1,GrassJungle;Rocks;Default;roadGravel,10,Jungle,0,0,0,0,0,0,1,2,0,0,0,1,0,0,12.6,CH,0.7
TestC3-PipeBig,1,1,16,8,1,0,0,,sky/sunset_04_cloudy,roadSavannah,pipeGlass;pipeGlassYellow;pipeMetalBlue;pipeGlassAlienGreen,,1,1,30.2,test,1,1,1,1,1,GrassForest;Rocks;Default;roadGravel,10,Savanna,0,0,0,0,0,0,1,2,0,0,0,1,0,0,19.9,CH,0.7
TestC4-Ow,1,1,4,4,2,0,0,,sky/sky_clear_01_bright,roadSavannah,pipeAsphalt,,0,1,20.4,test,1,1,1,1,1,GrassForest;Rocks;Default;roadGravel,10,Forest,0,0,0,0,0,0,0,0,2,0,0,0,2,3,11.0,CH,0.7
TestC6-Temp,1,1,4,2,1,8,0,,sky/day_clouds_04_blue,roadJungleWet;roadMud,pipeGlass,,0,1,16.5,test,1,1,1,1,1,GrassForest;Rocks;GrassJungle;Default;roadForest,71,Jungle,1,0,0,0,0,0,0,0,3,0,0,0,1,2,7.6,CH,1.4
TestC7-Oc,1,1,5,5,2,0,4,,sky/day_clear_01,roadSavannah,pipeAsphalt,,0,1,32.7,test,1,1,1,1,1,GrassForest;Rocks;Default;roadGravel,71,Savanna,0,0,2,0,0,0,0,0,1,0,0,0,1,1,12.7,CH,1.4
TestC8-Align,1,1,8,4,1,0,0,,sky/cloudy_04_white,roadStone,pipeGlass,,0,1,16.6,test,1,1,1,1,1,GrassForest;Default;roadGravel,94,Jungle,0,0,0,0,0,0,0,2,1,0,0,1,2,3,17.2,CH,1.6
TestC9-Jumps,1,1,43,12,1,0,0,,sky/cloudy_04_blue,roadSand;roadDesert,pipeGlass,,0,1,20.8,test,1,1,1,1,1,DesertFast;DesertBumpy;DesertRocks;Default;roadDesert,107,Desert,0,0,0,0,3,0,0,1,0,0,0,2,2,0,63.0,CH,1.9
Tox1-Radioactive,1,1,54,20,2,273,1,,sky/dusk_stormy_02_dark,roadSandDark;wall_space_dots;wall_space_metal;wall_space_x,pipeGlassGreen;pipeGlassCyan,wall_space_dots_orn,1,1,67.0,stunt,1,1,1,1,1,DesertBumpy;DesertRocks;Rocks;Default;roadGravel;roadDesert,140,Toxic,3,3,0,0,0,0,1,0,0,0,2,3,4,5,98.0,"CryHam,rubberduck",2.2
Tox2-AcidLakes,1,1,69,23,2,0,1,V9-Craters,sky/cloudy_02_toxic,roadSand2;roadDesertD;roadAlienD;roadAlien,pipeGlass,,0,1,37.4,stunt,1,1,1,1,1,DesertFast;DesertBumpy;Rocks;Default;roadGravel;roadDesert;roadJungle,160,Toxic,0,0,2,2,0,0,0,1,2,0,0,2,2,5,69.0,CH,2.5
Uni1-Magic,1,1,40,10,2,0,1,V9-Craters,sky/space_nebula_03_uni,roadSandMagic,pipeAsphalt;pipeGlassCyan,,1,1,54.1,sci-fi,1,1,1,1,1,DesertBumpy;Rocks;Default;roadGravel;roadDesert,67,Unidentified,0,0,2,2,0,0,1,2,1,0,0,1,3,3,47.3,CH,1.4
Uni2-Swirl,1,1,105,17,2,0,2,,sky/space_nebula_03_uni,roadSandMagic,pipeGlass;pipeGlassViolet;pipeGlassWhiteV,,1,1,57.7,sci-fi,1,1,1,1,1,DesertBumpy;Rocks;Default;roadGravel,74,Unidentified,0,0,2,0,0,2,3,2,1,0,0,3,3,3,99.0,CH,1.5
Uni3-Cloud,1,1,54,27,3,0,0,,sky/space_nebula_03_uni,roadIce;roadSandMagic;roadSnow,pipeAsphalt;pipeGlassCyan,wall_metal_08_hex,0,1,45.2,sci-fi,1,1,1,1,1,DesertBumpy;Rocks;Default;roadSnow;roadDesert;SnowDeep,99,Unidentified,0,0,0,0,1,0,0,3,2,0,0,5,2,3,121.8,CH,1.8
Uni4-Pipeline,1,1,110,20,2,0,0,,sky/space_nebula_03_uni,roadSandMagic;roadIce;roadSandSet,pipeGlassRed;pipeGlassBlueD;pipeGlassWhiteV;pipeGlassYellow;wallP_metal_212_scr,wall_metal_4a_box;wallP_metal_212_scr,1,1,54.3,sci-fi,1,1,1,1,1,DesertBumpy;Rocks;Default;roadForest,124,Unidentified,0,2,0,1,0,0,3,2,2,0,0,8,5,6,208.4,CH,2.1
Uni5-PipeJumps,1,1,98,24,3,0,0,W13-MtFog,sky/space_nebula_03_uni,roadSandMagic;roadIce;roadSandSet,pipeGlassRed;pipeGlass;pipeGlassWhiteV;pipeGlassYellow,road_wall_Winter,1,1,63.8,sci-fi,1,1,1,1,1,DesertBumpy;Rocks;Default;roadSavannah;roadJungle;roadForest,130,Unidentified,0,0,0,0,4,0,3,2,1,0,1,5,4,4,110.0,"rubberduck,CryHam",2.2
Uni6-Wild,1,1,174,49,2,0,1,,sky/space_nebula_03_uni,roadSandMagic;roadMetal2;roadAsphalt;wall_space_gray,pipeAsphalt;pipeGlassCyan,wall_metal_04_x_viol,0,1,57.2,sci-fi,1,1,1,1,1,DesertBumpy;Rocks;Default;roadJungleWet;roadAdesert;roadForest;roadDesert,138,Unidentified,0,0,1,3,0,0,0,2,2,0,2,5,3,6,210.0,rubberduck,2.2
Uni7-GlassStairs,1,2,598,132,2,32,6,Uni6-Wild,sky/space_nebula_03_uni,roadMagicMirror;roadCrystal;roadAsphaltSpace;roadIce,pipeGlass;pipeGlassWhiteB;pipeGlassAlienBlue;pipeGlassCrystal2Pink;pipe_wall_crystal;pipeGlassCrystal2Cyan,road_wall_crystal;pipe_wall_crystal,1,1,139.1,sci-fi,1,1,1,1,1,DesertFast;DesertRocks;Rocks;roadDesert;Default;roadGravel;roadForestWet;Asphalt;roadSnowIce,197,Unidentified,0,1,3,2,3,4,4,5,3,0,2,18,6,6,568.0,CH,2.7
Vlc1-Dark,1,1,32,9,2,9,1,Uni6-Wild,sky/dusk_stormy_02_dark,roadSandDark,pipeAsphalt;pipeGlassCyan,,0,1,32.1,stunt,1,1,1,1,1,DesertFast;DesertBumpy;GrassJungle;Default;roadGravel;roadForestWet;Asphalt;roadSnowIce,65,Volcanic,0,0,1,1,0,0,0,3,2,0,1,1,1,2,48.5,"CryHam,rubberduck",1.4
Vlc10-MtSulphur,1,2,85,16,3,5,2,,sky/dawn_01_orange,roadJDark;roadStone;roadMud;River_LavaHot,pipeGlass,road_wall_JDark,1,1,52.2,stunt,1,1,1,1,1,GrassJungle;Rocks;Default;roadDesert;roadForest;roadGravel;DesertRocks,151,Volcanic,0,0,0,3,0,0,0,1,0,0,1,3,2,2,118.0,"Wuzzy,rubberduck",2.3
Vlc12-LavaPools,1,1,95,23,2,0,6,Vlc9-Craters,sky/dusk_stormy_02_red,roadJDarkDs;roadMud,pipeGlass,,0,1,53.8,stunt,1,1,1,1,1,DesertMud;Rocks;DesertBumpy;Default;roadJungle;roadGravel,173,VolcanicDark,0,0,1,1,2,0,0,2,3,0,0,2,3,4,79.0,CH,2.5
Vlc13-BorVolcano,1,1,304,78,2,37,3,Vlc2-Volcanic,sky/day_clouds_05_dust,roadNdirt;roadJDarkD;roadAsphalt,pipeAsphalt;pipeGlass,road_wall_JDark,1,1,88.8,stunt,1,1,1,1,1,DesertBumpy;Rocks;DesertRocks;Default;roadGravel;roadJungle;Asphalt,200,Volcanic,0,0,0,1,0,0,2,1,2,0,2,9,3,2,320.0,"EP,CryHam",2.7
Vlc2-Volcanic,1,1,116,48,2,2,1,,sky/day_clouds_08,roadNdirt;roadJDarkD,pipeAsphalt;pipeGlass,road_wall_JDark,0,0,35.8,mixed,1,1,1,1,1,DesertBumpy;Rocks;Default;roadGravel;DesertMud,87,Volcanic,0,0,2,2,1,0,0,1,0,0,1,6,3,3,193.0,CH,1.7
Vlc4-Spikeland,1,1,40,14,2,0,0,Grc8-SlopeCity,sky/day_clouds_05_dust,roadAdesertDark,pipeAsphalt;pipeGlass,road_wall_Red,0,1,31.7,stunt,1,1,1,1,1,DesertFast;DesertMud;Rocks;Default;roadAdesert;roadJungle;roadGravel,116,VolcanicDark,0,0,0,3,0,0,0,1,1,0,2,1,2,4,74.2,Wuzzy,2.1
Vlc5-Sad,1,1,71,24,2,15,9,,sky/sunset_03_rays,roadMudWet;roadMud;roadNdirtWet,pipeGlass;pipe_wall_Black,road_wall_Black;pipe_wall_Black,1,1,71.6,stunt,1,1,1,1,1,DesertFast;Rocks;Default;roadGravel,117,VolcanicDark,0,1,2,2,0,0,1,0,1,0,2,4,3,3,155.0,"Wuzzy,rubberduck",2.1
Vlc6-Crematoria,1,1,215,81,2,0,0,,sky/dawn_01_orange,roadJDarkD;roadSandDark;roadAdesert;roadMud,pipeAsphalt;pipeGlass,road_wall_Jungle,0,1,55.6,stunt,1,1,1,1,1,DesertFast;DesertBumpy;DesertRocks;Default;roadDesert,132,VolcanicDark,0,0,0,0,1,3,0,4,2,0,3,9,5,6,305.0,"CryHam,rubberduck",2.2
Vlc8-Uncertain,1,1,113,28,2,23,0,Mos2-Mouse,sky/dusk_stormy_01_brown,roadMud;roadStone,pipeGlass,road_wall_JDark,0,1,41.7,stunt,1,1,1,1,1,GrassForest;DesertMud;Rocks;Default;roadForest;roadJungle;roadGravel,145,Volcanic,1,0,0,3,0,0,0,1,2,0,1,6,3,3,216.0,"Wuzzy,rubberduck",2.3
Vlc9-Craters,1,1,49,13,2,14,0,,sky/dusk_stormy_02_red,roadJDarkDs,pipeGlass,,0,1,26.6,stunt,1,1,1,1,1,DesertMud;Rocks;Default;roadGravel,150,VolcanicDark,0,0,0,3,1,0,0,2,2,0,1,2,2,5,95.0,"CryHam,rubberduck",2.3
Wnt1-Cross,1,1,50,20,2,1,0,X3-Cloud,sky/day_clouds_08,roadSnowWhite;roadSnowWet,pipeGlass,,0,0,24.6,mixed,1,1,1,1,1,SnowDeep;SnowMedium;Rocks;Default;roadSnow;roadJungle;roadDesert,14,Winter,0,0,0,0,0,0,0,0,0,0,0,2,2,2,66.0,"CryHam,rubberduck",0.8
Wnt1-CrossLoop,1,1,69,24,2,0,1,X3-Cloud,sky/dawn_01,roadSnow;roadIce;roadSnowGrn,pipeGlassCyan;pipe_wall_Winter,road_wall_Winter;pipe_wall_Winter,1,1,51.2,stunt,1,1,1,1,1,SnowDeep;SnowMedium;Default;roadSnow;roadDesert,14,Winter,0,0,1,3,1,1,1,1,2,0,2,2,4,2,95.0,"CryHam,rubberduck",2.8
Wnt10-Whirl,1,1,50,17,2,30,0,TestC4-ow,sky/day_clouds_05_bright2,roadSnowWhite;roadSnowWet,pipeGlass;pipe_wall_Winter,road_wall_Winter;pipe_wall_Winter,0,1,35.6,stunt,1,1,1,1,1,SnowDeep;Default;roadSnow;roadForest,81,Winter,0,0,0,0,0,0,0,2,2,0,0,2,1,3,70.0,CH,1.6
Wnt11-Glacier,1,1,70,27,2,51,3,,sky/day_clouds_08,roadSnowGrn;roadSnow;roadMud;roadIce,pipeGlass;pipe_wall_Winter,road_wall_Winter;pipe_wall_Winter,0,0,37.4,mixed,1,1,1,1,1,SnowWet;SnowDeep;Default;roadSnow;GrassJungle;Rocks;SnowMedium,112,WinterWet,1,0,1,2,1,0,0,1,0,0,0,5,2,5,139.7,CH,2.0
Wnt12-Peaks,1,1,25,10,2,5,0,,sky/evening_01_red,roadIce;roadSnow;roadStone,pipeAsphalt;pipeGlassCyan;pipe_wall_JDark,road_wall_Winter;pipe_wall_JDark,0,1,25.2,stunt,1,1,1,1,1,Rocks;SnowMedium;Default;roadForestWet,115,Winter,0,0,0,0,0,0,0,3,2,0,1,1,2,3,37.6,"Wuzzy,CryHam",2.1
Wnt13-MtFog,1,1,61,20,2,0,0,,sky/day_clouds_05_bright2,roadSnow;roadSnowWhite;roadSnowWet,pipeAsphalt;pipeGlassCyan,road_wall_Winter,0,1,29.6,stunt,1,1,1,1,1,SnowDeep;SnowMedium;Rocks;Default;roadSnow,119,Winter,0,0,0,2,0,0,0,1,3,0,1,2,4,2,90.6,Wuzzy,2.1
Wnt14-DangerRoad,1,2,157,15,2,24,0,,sky/dusk_stormy_01_cyan,roadSavannah;roadNgravel,pipeGlassViolet;pipeGlassWhiteB;pipeGlassYellow;pipeGlassRed;pipe_wall_Ice,pipe_wall_Ice,1,1,47.5,stunt,1,1,1,1,1,SnowDeep;Default;roadGravel,139,Winter,0,0,0,0,0,0,1,3,3,0,2,2,5,2,91.0,rubberduck,2.2
Wnt15-SkiJump,1,1,51,14,2,7,0,,sky/day_clouds_06_bright,roadSnow;roadIce;roadSnowWhite,pipeGlass;pipe_wall_JDark,road_wall_Winter;pipe_wall_JDark,0,1,27.9,stunt,1,1,1,1,1,SnowMedium;SnowDeep;Default;roadSnow,147,Winter,1,0,0,1,2,0,0,0,1,0,0,3,3,2,97.0,Wuzzy,2.3
Wnt16-IcyRiver,1,1,77,26,2,6,2,W14-DangerRoad,sky/day_clouds_08,roadSnow;roadSnowGrn;roadIce;roadAsphalt,pipeGlass;pipeGlassCyan,road_wall_Winter,0,1,43.7,stunt,1,1,1,1,1,SnowDeep;SnowWet;Rocks;Default;roadSnow;roadForestWet;roadSnowIce;AsphaltWet;SnowMedium,169,WinterWet,0,0,2,1,0,0,0,1,3,0,0,4,3,4,152.0,CH,2.5
Wnt17-FrozenGarden,1,1,124,39,2,73,1,W14-DangerRoad,sky/day_clouds_05_bright2,roadSnowWhite;roadSnowGrn;roadIce;roadAsphalt,pipeGlass;pipeGlassCyan,,0,1,51.1,stunt,1,1,1,1,1,SnowDeep;Default;roadSnow;roadForestWet;roadSnowIce;AsphaltWet,176,Winter,0,0,1,3,1,0,0,4,4,0,2,4,4,4,186.0,rubberduck,2.5
Wnt18-MountPen,1,1,264,57,2,7,3,,sky/day_clouds_05_bright,roadSnowGrn;roadSnow;roadIce,pipeGlassCyan;pipeGlass;pipe_wall_Winter,road_wall_Winter;pipe_wall_Winter,1,1,73.0,stunt,1,1,1,1,1,SnowWet;Rocks;SnowMedium;Default;roadForestWet;roadSnow;roadSnowIce;SnowDeep,194,WinterWet,0,0,2,1,0,0,2,2,3,0,2,6,3,4,270.0,"EP,CryHam",2.7
Wnt19-Downhill,1,2,368,77,3,112,6,,sky/dawn_02_cloudy,roadSnow;roadIce;roadAsphalt;roadIceBlue;River_Ice_bright;River_Ice_blue;River_blue,pipeGlassBlueD;pipeGlassCyan;pipeGlassBlue;pipeGlassWhiteB;pipe_wall_Ice;pipeGlass,road_wall_Winter;pipe_wall_Ice,1,1,106.3,stunt,1,1,1,1,1,GrassJungle;Rocks;SnowDeep;roadSnowIce;Default;roadDesert,243,Winter,1,2,1,2,1,2,1,3,2,0,1,17,4,4,506.0,rubberduck,3.1
Wnt2-Wet,1,1,57,21,2,32,3,X3-Cloud,sky/day_clouds_06_bright,roadSnowGrn;roadMossWet;roadSnowWet,pipeGlass,,0,0,36.8,mixed,1,1,1,1,1,SnowWet;SnowDeep;Default;roadSnow;roadJungle;roadDesert,15,WinterWet,2,0,1,1,0,0,0,1,0,0,0,3,2,3,73.6,CH,0.8
Wnt20-FirstSnow,1,1,83,25,2,58,2,,sky/cloudy_04_blue,roadNdirtWet;roadMudWet;roadSnowGrn;roadSnowWet,pipeGlassBlue;pipeGlassGreen;pipe_wall_Winter,pipe_wall_Winter,0,1,43.1,stunt,1,1,1,1,1,SnowWet;SnowMedium;Default;roadForest;roadForestWet;roadSnow,246,WinterWet,2,0,1,1,0,0,0,2,2,0,3,2,3,5,78.0,CH,3.3
Wnt4-IceSlip,1,1,20,3,2,0,0,Uni6-Wild,sky/day_clouds_02,roadIce,pipeGlass,,0,1,26.0,stunt,1,1,1,1,1,roadSnowIce;SnowMedium;SnowDeep;Default;roadGravel;roadForest,31,Winter,0,0,0,0,0,0,0,0,2,0,0,1,3,2,33.5,CH,0.9
Wnt5-Circles,1,1,65,22,2,5,1,Uni6-Wild,sky/day_clouds_02,roadSnow;roadSnowWhite,pipeGlass,,0,1,37.3,stunt,1,1,1,1,1,SnowMedium;Default;roadSnow;roadGravel;roadForest,32,Winter,0,0,0,0,0,0,0,2,2,0,0,3,2,1,90.8,CH,0.9
Wnt6-SnowyEights,1,1,73,21,2,61,0,X3-Cloud,sky/sunset_01,roadSnow;roadSnowWhite,pipeGlass,,0,1,39.1,stunt,1,1,1,1,1,SnowMedium;SnowWet;Default;roadSnow;roadJungle;roadDesert,38,Winter,3,0,0,0,0,0,0,1,2,0,0,4,2,2,127.8,CH,1.1
Wnt7-LJs-Mntn,1,1,35,12,2,3,2,X3-Cloud,sky/dawn_01,roadSnow,pipeGlass,,0,1,35.6,stunt,1,1,1,1,1,SnowDeep;Rocks;SnowMedium;Default;roadSnow;roadJungle;roadDesert,43,Winter,1,0,1,0,0,0,0,1,2,0,0,2,2,3,48.0,"CryHam,rubberduck",1.1
Wnt8-PipeCross,1,1,50,18,2,0,0,,sky/cloudy_04_white,roadSnowGrn,pipeGlassBlue;pipeGlassGreen;pipe_wall_Winter,pipe_wall_Winter,1,1,40.4,stunt,1,1,1,1,1,SnowWet;SnowMedium;Default;roadSnow;roadDesert,46,WinterWet,0,0,0,0,0,0,2,1,2,0,0,2,2,3,55.7,CH,1.1
Wnt9-IceFrenzy,1,1,89,26,3,0,1,TestC4-ow,sky/dusk_stormy_01_blue,roadIce;roadIceBlue;roadSnowWhite;roadIceBlueTransp,pipeGlass,road_wall_Winter,0,1,44.9,stunt,1,1,1,1,1,SnowDeep;Default;roadSnow,71,Winter,0,0,1,0,0,0,0,3,2,0,2,4,3,4,109.4,CH,1.4
